tweets;related;rainfall (mm/30min);Normalized tweets;Normalized related;Normalized rainfall (mm/30min);Next batch rainfall (mm/30min);Predicted next batch rainfall (mm/30min);
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
1;0;0.2;0.25;0.0;1.0;0.0;0.0
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.0;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.2;0.0;0.0;1.0;0.0;0.0005633460551982712
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
0;0;0.0;0.0;0.0;0.0;0.2;0.073053199003697
